Description,Rate,Titles,Vote_count,Year
Drama. Intriga. ,"5,5",Fuga ,128 votos,2018
Terror. Gore. Serie B. Película de culto. Comedia de terror,"5,5",El Vengador Tóxico ,5.446 votos,1984
Animación. Drama. Comedia. Fantástico. Drama romántico. Adolescencia. Literatura,"5,5",Book Girl ,99 votos,2010
Bélico. Acción. II Guerra Mundial,"5,5",El pasaje ,553 votos,1979
Comedia. Romance. ,"5,5",Ricos y extraños ,660 votos,1931
Fantástico. Drama. Romance. Intriga. Años 30. Años 50,"5,5",El hombre sin edad ,1.896 votos,2007
Documental. ,"5,5",Generación Kronen ,46 votos,2015
Thriller. Acción. Crimen. Policíaco. Mafia,"5,5",El imperio de los lobos ,6.024 votos,2005
Aventuras. Intriga. ,"5,5",Cuatro hombres y una plegaria ,225 votos,1938
Drama. Homosexualidad. Cine experimental. Erótico,"5,5",No Skin Off My Ass ,48 votos,1993
Thriller. Comedia. Robos & Atracos,"5,5",Harry Dedos Largos ,133 votos,1973
Ciencia ficción. Monstruos. Serie B,"5,5",El coloso de Nueva York ,50 votos,1958
Ciencia ficción. Drama. Thriller. Romance. ,"5,5",Uncanny ,599 votos,2015
Intriga. Drama. ,"5,5",Las viudas de los jueves ,2.144 votos,2009
Aventuras. I Guerra Mundial. Aviones,"5,5",La gran ruta hacia China ,513 votos,1983
Drama. Romance. Comedia. Cine experimental. Comedia romántica. Drama romántico,"5,5",Las malas hierbas ,1.905 votos,2009
Acción. Drama. Thriller. Crimen. Asesinos en serie,"5,5",Rampage: Francotirador en libertad ,2.029 votos,2009
Drama. ,"5,5","Bolboreta, Mariposa, Papallona ",49 votos,2007
Documental. Falso documental. Documental sobre música,"5,5",Zuloak ,115 votos,2012
Drama. Cortometraje. Colegios & Universidad,"5,5",Safari (C),415 votos,2014
Drama. I Guerra Mundial,"5,5",El retorno del soldado ,83 votos,1982
Drama. Acción. Histórico. Telefilm,"5,5",Artigas. La Redota (TV),83 votos,2011
Documental. Cortometraje. Pintura,"5,5",Los premios nacionales (C),34 votos,1969
Drama. Biográfico. Política,"5,5",De Nicolas a Sarkozy ,696 votos,2011
Terror. Ciencia ficción. Monstruos,"5,5",Asfixia ,180 votos,1973
Documental. ,"5,5",Queridísimos intelectuales (Del placer y el dolor) ,36 votos,2012
Fantástico. Drama. ,"5,5",La memoria de los muertos ,6.379 votos,2004
Acción. Drama. Deporte. Boxeo,"5,5",La Yuma ,169 votos,2009
Drama. Años 70,"5,5",La comuna ,1.263 votos,2016
Terror. Vampiros. Secuela,"5,5",Las cicatrices de Drácula ,570 votos,1970
Comedia. Comedia dramática. Inmigración. Años 70. Secuela. Acoso escolar,"5,5",Occidente es occidente ,398 votos,2010
Romance. Drama. Drama romántico,"5,5",Cairo Time ,766 votos,2009
Drama. Comedia. Enfermedad. Comedia negra,"5,5",La mosquitera ,1.511 votos,2010
Drama. Acoso escolar. Colegios & Universidad,"5,5",Cobardes ,5.047 votos,2008
Drama. Crimen. Basado en hechos reales,"5,5",Las 2 vidas de Andrés Rabadán ,437 votos,2008
Cine negro. Musical. Comedia. Intriga. Crimen. Años 50. Neo-noir. Medicina. Remake,"5,5",El detective cantante ,1.652 votos,2003
Comedia. Comedia dramática. Sátira,"5,5",Visioneers ,197 votos,2008
Drama. Basado en hechos reales,"5,5",Mi nombre es Te Ata ,87 votos,2016
Terror. Ciencia ficción. ,"5,5",Los hijos de los malditos ,289 votos,1963
Acción. Drama. Crimen,"5,5",Vigilante ,161 votos,1983
Drama. Histórico. Revolución Francesa. Siglo XVIII,"5,5",Adiós a la reina ,1.362 votos,2012
Drama. Drama social,"5,5",90 Minutes ,99 votos,2012
Serie de TV. Ciencia ficción. Aventura espacial. Spin-off,"5,5",Galáctica 1980 (Serie de TV),140 votos,1980
Drama. ,"5,5",Esperando Septiembre ,84 votos,2011
Drama. Biográfico,"5,5",Stoned ,867 votos,2005
Ciencia ficción. Comedia. Extraterrestres. Serie B,"5,5",Un marciano en California ,98 votos,1960
Thriller. Acción. Drama. ,"5,5",Los aristócratas del crimen ,1.212 votos,1975
Comedia. ,"5,5",Igualita a mí ,869 votos,2010
Comedia. Vejez,"5,5",En la flor de la vida ,506 votos,2011
Ciencia ficción. Aventuras. Drama. Aventura espacial,"5,5",High Life ,2.157 votos,2018
Comedia. Drogas,"5,5",Somos gente honrada ,3.016 votos,2013
Intriga. ,"5,5",A cara descubierta ,170 votos,1984
Comedia. Drama. Ciencia ficción. Colegios & Universidad,"5,5",Madame Hyde ,309 votos,2017
Terror. Thriller. Siglo XVII,"5,5",La garra de Satán ,212 votos,1971
Comedia. Cine dentro del cine. Familia,"5,5",Toastmaster (El maestro del brindis) ,107 votos,2014
Comedia. Acción. Zombis. Gore. Comedia de terror. Buddy Film,"5,5",Estamos muertos... ¿o qué? ,565 votos,1988
Drama. Comedia. Romance. Familia. Comedia dramática,"5,5",Toda la culpa es de mi madre ,472 votos,2009
Acción. Drama. Romance. Deporte. Coches / Automovilismo,"5,5",Indianápolis ,127 votos,1950
Comedia. Robos & Atracos. Cortometraje,"5,5",Como yo te amo (C),237 votos,2016
Comedia. Romance. Drama. Comedia romántica,"5,5",El misterio de la felicidad ,759 votos,2013
Drama. ,"5,5",Hotel Europa ,556 votos,2016
Animación. Acción. Fantástico. Superhéroes. Cómic. Marvel Comics. Secuela. Extraterrestres,"5,5",Vengadores 2 ,750 votos,2006
Thriller. Crimen. Basado en hechos reales. Años 80. Secuestros / Desapariciones,"5,5",El secuestro de Alfred Heineken ,596 votos,2011
Comedia. Acción. Vejez. Amistad. Mafia,"5,5",Tipos legales ,5.091 votos,2012
Comedia. Drama. Romance. ,"5,5",Una dulce mentira ,2.221 votos,2010
Comedia. Drama. Adolescencia,"5,5",Jean-François y el sentido de la vida ,339 votos,2018
Comedia. Romance. Comedia romántica. Adolescencia. Colegios & Universidad,"5,5",Les beaux gosses ,1.451 votos,2009
Drama. Thriller. ,"5,5",El asunto Ben Barka ,145 votos,2005
Acción. Drama. Thriller. Bélico. Guerra de Afganistán. Secuestros / Desapariciones. Periodismo,"5,5",Fuerzas especiales ,2.246 votos,2011
Drama. Siglo XIX,"5,5",Los Buddenbrook ,279 votos,2008
Acción. Aventuras. Comedia. Histórico,"5,5","Woochi, cazador de demonios ",1.079 votos,2009
Acción. Drama. Artes marciales,"5,5",Fighter (Luchador) ,337 votos,2007
Thriller. Drama. ,"5,5",Domingo sangriento ,108 votos,1974
Comedia. Biográfico. Cocina,"5,5",La cocinera del presidente ,1.721 votos,2012
Ciencia ficción. Terror. Drama. Monstruos. Secuela. Serie B,"5,5",El regreso de la mosca ,231 votos,1959
Bélico. Drama. Guerra Civil Española,"5,5",Bloqueo ,182 votos,1938
Intriga. Thriller. Bélico. II Guerra Mundial. Asesinos en serie,"5,5",Silencio en la nieve ,2.746 votos,2011
Comedia. Aventuras. ,"5,5",Las tribulaciones de un chino en China ,322 votos,1965
Thriller. Crimen,"5,5",El eslabón del Niágara ,437 votos,1979
Intriga. Giallo,"5,5",Orgasmo ,76 votos,1969
Documental. Documental sobre música. Biográfico,"5,5",Jaime Urrutia: La fuerza de la costumbre ,33 votos,2011
Documental. Ejército,"5,5",Volar ,62 votos,2012
Comedia. Drama. Comedia negra. Crimen,"5,5",Un golpe de suerte ,1.360 votos,2005
Comedia. Cocina,"5,5","El chef, la receta de la felicidad ",5.664 votos,2012
Drama. Deporte. Baloncesto. Vejez,"5,5",Cuando fuimos campeones ,87 votos,1982
Thriller. Intriga. Drama. ,"5,5",Los senos de hielo ,86 votos,1974
Drama. ,"5,5",Ruido ,84 votos,2004
Comedia. Romance. Homosexualidad. Navidad. Familia,"5,5",Make the Yuletide Gay ,103 votos,2009
Cine negro. Intriga. Remake. Crimen. Policíaco. Neo-noir,"5,5",Detective privado ,482 votos,1978
Drama. ,"5,5",La mujer sin rostro ,72 votos,1966
Drama. ,"5,5",Mi amante prohibido ,36 votos,1984
Thriller. Drama. ,"5,5",Mauvais genres (Transfixion) ,34 votos,2001
Romance. Comedia. Comedia romántica,"5,5","Martha conoce a Frank, Daniel & Laurence ",304 votos,1998
Drama. Acción. Años 1900 (circa),"5,5",La ley de la fuerza ,387 votos,1952
Comedia. Comedia negra. Música. Cortometraje,"5,5",El club de los 27 (C),294 votos,2015
Drama. Histórico. Años 1900 (circa). Siglo XIX,"5,5",Los anarquistas ,309 votos,2015
Drama. ,"5,5",Forasteros ,314 votos,2008
Comedia. Años 50. Robos & Atracos,"5,5",El mayor robo del siglo ,329 votos,1978
Aventuras. Piratas. Siglo XIX,"5,5",La luz del fin del mundo ,479 votos,1971
Drama. ,"5,5",Los amores de Carmen ,225 votos,1948
Drama. Familia,"5,5",Mujeres en el parque ,1.019 votos,2006
Drama. Intriga. Siglo XIV. Edad Media,"5,5",El misterio de Wells ,1.914 votos,2003
Thriller. Comedia. Drama. Crimen,"5,5",El Paltoquet ,54 votos,1986
Comedia. Animales. Gatos. Cine independiente USA,"5,5",Goliath ,80 votos,2008
Comedia. Amistad. Cine independiente USA. Mumblecore. Homosexualidad,"5,5",Humpday ,952 votos,2009
Western. Aventuras. Histórico,"5,5",La pequeña rebelión ,128 votos,1939
Drama. Cine independiente USA. Vejez,"5,5",Ático sin ascensor ,2.050 votos,2014
Comedia. Drama. Comedia dramática. Cine independiente USA,"5,5",Amor sin control ,2.712 votos,2012
Comedia. Drama. Cine independiente USA. Cortometraje,"5,5",Ambition (C),81 votos,1991
Drama. Adolescencia. II Guerra Mundial. Amistad. Nazismo,"5,5",Los chicos de St. Petri ,184 votos,1991
Drama. Adolescencia. Homosexualidad. Cortometraje,"5,5",En la azotea (C),377 votos,2015
Terror. Crimen. África,"5,5",El ataúd (La caja oblonga) ,386 votos,1969
Western. ,"5,5",Los justicieros del Oeste ,373 votos,1975
Drama. Familia. Transexualidad / transgénero,"5,5",Lola Pater ,156 votos,2017
Documental. Cómic. Homosexualidad,"5,5","Ralf König, rey de los cómics ",77 votos,2012
Intriga. Thriller. Romance. Sherlock Holmes,"5,5",La marca de los cuatro ,33 votos,1932
Drama. Drama social,"5,5",La madre ,313 votos,2016
Drama. Acción. ,"5,5",Mala leche ,75 votos,2004
Thriller. Drama. Giallo,"5,4",Paranoia ,69 votos,1970
Western. Aventuras. Siglo XIX. Naturaleza,"5,4",Gold (Oro) ,69 votos,2013
Acción. Thriller. Aventuras. Crimen. Siglo VII,"5,4",Detective Dee y el misterio de la llama fantasma ,1.220 votos,2010
Drama. Años 1900 (circa),"5,4",La telaraña ,38 votos,1990
Comedia. Fantástico. ,"5,4",Al diablo con el diablo (Mi amigo el diablo) ,579 votos,1967
Drama. Erótico. Siglo XIX. Homosexualidad,"5,4","Vicios privados, públicas virtudes ",108 votos,1976
Thriller. Crimen,"5,4",Un buen hombre ,1.150 votos,2009
Thriller. Intriga. Acción. Romance. Crimen. Neo-noir. Secuestros / Desapariciones,"5,4",Por la piel de un policía ,97 votos,1981
Comedia. Crimen. Perros/Lobos,"5,4",Pórtate bien ,43 votos,1951
Drama. ,"5,4",Réquiem (El exorcismo de Micaela) ,1.922 votos,2006
Comedia. Comedia de terror. Zombis. Cortometraje,"5,4",Happy Birthday Mr. Zombie (C),77 votos,2012
Comedia. Cine dentro del cine,"5,4",Nominados ,392 votos,2006
Drama. Comedia. ,"5,4",Mal gesto ,152 votos,2006
Aventuras. Fantástico. Mitología,"5,4",La conquista de la Atlántida ,100 votos,1961
Aventuras. ,"5,4",Los reyes del sol ,389 votos,1963
Thriller. Intriga. Thriller psicológico,"5,4",La caja Kovak ,8.563 votos,2006
Drama. Romance. Drama romántico. Vejez,"5,4",Tres veces 20 años ,997 votos,2011
Aventuras. Bélico. Drama. I Guerra Mundial,"5,4",Zeppelin ,419 votos,1971
Drama. ,"5,4",Las vidas de Celia ,1.548 votos,2006
Drama. Homosexualidad,"5,4",Like You Mean It ,55 votos,2015
Comedia. Biográfico,"5,4",El restaurante de Alicia ,235 votos,1969
Drama. Romance. Drama romántico,"5,4",C'est l'amour ,74 votos,2015
Aventuras. Drama. Romance. Biográfico. Aventuras marinas. Vela. Años 60,"5,4",Un océano entre nosotros ,826 votos,2018
Aventuras. Drama. Cine familiar,"5,4",La cabaña del fin del mundo ,130 votos,1975
Ciencia ficción. Fantástico. Thriller. Acción. Thriller futurista,"5,4",Eternal ,6.227 votos,2015
Drama. Comedia. Crisis económica 2008,"5,4",Justi&Cia ,1.319 votos,2014
Aventuras. Fantástico. África,"5,4",Blue Bird ,56 votos,2011
Intriga. Policíaco. Blaxploitation,"5,4",Harlem sangriento ,49 votos,1973
Bélico. Acción. Drama. Guerra de Vietnam,"5,4",Corredor hacia China (La puerta de China) ,82 votos,1957
Drama. ,"5,4",Gente poco corriente (Fierce People) ,966 votos,2005
Intriga. ,"5,4",El delator ,61 votos,1963
Comedia. Crimen. Robos & Atracos,"5,4",Asalto al banco de Montreal ,139 votos,1985
Drama. ,"5,4",El destino de Nunik ,410 votos,2007
Documental. Toros,"5,4",Santa Fiesta ,59 votos,2016
Acción. Thriller. Crimen. Coches / Automovilismo,"5,4",Piloto a la fuga ,59 votos,1955
Comedia. ,"5,4",El novio de mi mujer ,137 votos,1967
Acción. Thriller. Drama. Policíaco,"5,4",Brannigan ,515 votos,1975
Comedia. ,"5,4",Deshojando la margarita ,38 votos,1956
Drama. Vejez,"5,4",La lapidation de Saint Étienne ,95 votos,2012
Terror. Comedia. Comedia de terror. Vampiros,"5,4",El club de los monstruos ,361 votos,1980
Terror. Thriller. Película de culto. Cine independiente USA. Asesinos en serie. Abusos sexuales. Venganza,"5,4",La última casa a la izquierda ,3.892 votos,1972
Comedia. Western. ,"5,4",¡Viva María! ,446 votos,1965
Fantástico. Drama. Intriga. ,"5,4",El Mago ,117 votos,1968
Ciencia ficción. Fantástico. Thriller. Catástrofes. Extraterrestres. Fin del mundo,"5,4",Señales del futuro ,25.533 votos,2009
Drama. Colegios & Universidad. Infancia. Basado en hechos reales,"5,4",Playground (Patio de recreo) ,392 votos,2016
Aventuras. Thriller. Cómic,"5,4",Largo Winch ,2.006 votos,2008
Thriller. ,"5,4",Alguien está vigilándote ,1.596 votos,2016
Drama. Romance. ,"5,4",La memoria del agua ,715 votos,2015
Comedia. Romance. Remake. Amistad,"5,4",Lío en Río ,2.807 votos,1984
Terror. Intriga. Drama. ,"5,4",El segundo nombre ,1.762 votos,2002
Acción. Drama. Samuráis,"5,4",El reto del samurái ,191 votos,1982
Aventuras. Drama. Vikingos. Siglo IX. Edad Media,"5,4",La furia de los vikingos ,143 votos,1961
Drama. Romance. Thriller. ,"5,4",Mapa de los sonidos de Tokio ,7.386 votos,2009
Thriller. Policíaco,"5,4",Reykjavík: Brigada policial ,284 votos,2014
Drama. Drogas. Años 80. Cine quinqui,"5,4",El idioma imposible ,153 votos,2010
Drama. ,"5,4",Pau y su hermano ,486 votos,2001
Terror. Años 80,"5,4",La casa del diablo ,2.453 votos,2009
Drama. Biográfico,"5,4",Confucio ,1.358 votos,2010
Drama. Crimen. Años 30,"5,4",El infierno del Whisky ,47 votos,1970
Comedia. Comedia absurda. Película de episodios,"5,4",Gente en sitios ,4.038 votos,2013
Comedia. Cortometraje,"5,4",Marta no viene a cenar (C),57 votos,2017
Intriga. Policíaco,"5,4",Acero azul ,2.099 votos,1989
Drama. Romance. Drama romántico. Años 1910-1919,"5,4",Ali y Nino ,261 votos,2016
Comedia. ,"5,4",Juventud ambiciosa ,177 votos,1943
Thriller. Terror. Thriller psicológico. Amistad,"5,4",Next Door ,1.257 votos,2005
Terror. Zombis. Secuela. Metraje encontrado. Posesiones/Exorcismos,"5,4",[•REC]² ,24.694 votos,2009
Terror. Comedia. Comedia de terror. Comedia negra. Gore. Slasher. Brujería. Serie B. Película de culto,"5,4",Fonda sangrienta ,545 votos,1987
Drama. Crimen. Homosexualidad,"5,4",En casa con Claude ,45 votos,1992
Drama. Cortometraje,"5,4",A perro flaco (C),65 votos,2014
Drama. Comedia. Secuela,"5,4",Fay Grim ,285 votos,2006
Comedia. Drama carcelario. Deporte. Fútbol americano. Remake,"5,4",El clan de los rompehuesos ,11.478 votos,2005
Animación. Aventuras. Fantástico. Fantasía medieval. Dragones. 3-D,"5,4",Cazadores de dragones ,1.359 votos,2008
Thriller. Basado en hechos reales. Años 40. Política,"5,4",El asesinato de Trotsky ,646 votos,1972
Aventuras. Acción. Fantástico. Fantasía medieval. Espada y brujería,"5,4",El señor de las bestias ,5.860 votos,1982
Drama. Comedia. Romance. Comedia dramática. Música. Secuela,"5,4",Casi 40 ,1.161 votos,2018
Drama. Años 70,"5,4",Al otro lado del muro (West) ,640 votos,2013
Drama. Biográfico. Años 70. Telefilm,"5,4",Una merienda en Ginebra (TV),58 votos,2013
Drama. Romance. Homosexualidad. Drama romántico. Adolescencia,"5,4",Eloïse ,917 votos,2009
Drama. ,"5,4",La decisión de Julia ,66 votos,2015
Comedia. Antigua Roma,"5,4",Androcles y el león ,148 votos,1952
Terror. Thriller. Giallo. Slasher. Asesinos en serie. Policíaco,"5,4",La tarántula del vientre negro ,161 votos,1971
Drama. Robos & Atracos. Crimen. Basado en hechos reales,"5,4",El gangster ,1.221 votos,2011
Comedia. ,"5,4",Quiero volver a casa ,100 votos,1989
Fantástico. Drama. Inmigración,"5,4",Jupiter's Moon ,1.090 votos,2017
Comedia. Fantástico. Cine familiar,"5,4",Mr. Magorium y su tienda mágica ,5.621 votos,2007
Romance. Comedia. Comedia romántica,"5,4",Llévame a la luna ,3.994 votos,2012
Thriller. Drama. Romance. Distopía. Young Adult,"5,4",Mi vida ahora ,2.634 votos,2013
Drama. Deporte. Fútbol. Infancia. Adolescencia,"5,4",Mi Mundial ,91 votos,2017
Comedia. Drama. Romance. Años 40,"5,4",Noche real ,1.168 votos,2015
Documental. Comedia. ,"5,4",El culo del mundo ,798 votos,2014
Terror. Intriga. Thriller. Giallo,"5,4",Las lágrimas de Jennifer ,97 votos,1972
Drama. ,"5,4",El delantal de Lili ,210 votos,2003
Comedia. Drama. ,"5,4",Looking for Kitty ,105 votos,2004
Drama. Romance. Drama romántico. Guerra Civil Española,"5,4",La mujer del anarquista ,1.531 votos,2008
Western. Comedia. ,"5,4",Los trotamundos ,74 votos,1971
Drama. Familia. Pobreza. Cine independiente USA,"5,4",Lost River ,3.014 votos,2014
Drama. Familia,"5,4","No llores, vuela ",1.340 votos,2014
Drama. Crimen,"5,4",Los delincuentes ,56 votos,1957
Acción. Distopía. Bandas/pandillas callejeras. Secuela,"5,4",Distrito 13 Ultimatum ,2.346 votos,2009
Drama. Prostitución. Cine independiente USA,"5,4",La pasión de China Blue ,1.263 votos,1984
Drama. Erótico. Antigua Roma,"5,4",Calígula ,5.733 votos,1979
Drama. Vejez,"5,4",No quiero perderte nunca ,59 votos,2017
Drama. ,"5,4",Sotobosque ,35 votos,2017
Thriller. Drama. Terror. Thriller psicológico. Sobrenatural. Secuestros / Desapariciones. Telefilm,"5,4",Séance (TV),270 votos,2000
Drama. Thriller. Romance. Boxeo. Racismo. Nazismo,"5,4",Alacrán enamorado ,4.800 votos,2013
Drama. ,"5,4",El triunfo ,277 votos,2006
Drama. Comedia. Comedia dramática. Comedia romántica,"5,4",Viajo sola ,1.678 votos,2013
Drama. ,"5,4",Liverpool ,539 votos,2008
Cine negro. Drama. Intriga. Años 50,"5,4",La señal ,1.803 votos,2007
Thriller. ,"5,4",El mensajero de la muerte ,60 votos,1968
Romance. Drama. Comedia. ,"5,4",Secretos cantados ,210 votos,2006
Comedia. Comedia negra. Años 50. Familia,"5,4","Los muertos no se tocan, nene ",746 votos,2011
Aventuras. Animación. Infantil. Cuentos,"5,4",Los viajes de Gulliver ,558 votos,1977
Bélico. Drama. II Guerra Mundial,"5,4",A por todas ,93 votos,1951
Drama. ,"5,4",El bosque de los sueños ,1.291 votos,2015
Drama. Prostitución,"5,4",Diana ,159 votos,2018
Thriller. Intriga. Terror. Giallo. Asesinos en serie. Policíaco. Gore,"5,4",Siete orquídeas manchadas de rojo ,162 votos,1972
Drama. Religión,"5,4",La audiencia ,220 votos,1972
Western. Acción. Biográfico. Histórico,"5,4",Geronimo ,256 votos,1962
Thriller. Drama. Años 80. Historias cruzadas. Comedia negra,"5,4",Verdades ocultas ,1.526 votos,2005
Drama. Fantástico. Infancia,"5,4",Un día perfecto para volar ,287 votos,2015
Romance. Drama. Drama de época. Drama romántico. Siglo XIX,"5,4",La señorita Julia ,1.125 votos,2014
Drama. Intriga. ,"5,4",Jindabyne ,741 votos,2006
Acción. Thriller. ,"5,4",Milla 22 ,2.852 votos,2018
Ciencia ficción. Thriller. Aventura espacial. Robots,"5,4",Saturno 3 ,1.643 votos,1979
Comedia. Comedia romántica. Película de episodios,"5,4",El arte de amar ,1.348 votos,2011
Fantástico. Ciencia ficción. Monstruos,"5,4",El mundo bajo el terror ,76 votos,1965
Drama. II Guerra Mundial,"5,4",El vicio y la virtud ,31 votos,1963
Drama. Erótico,"5,4",No mires para abajo ,1.319 votos,2008
Drama. Cine independiente USA,"5,4",Un planeta solitario ,388 votos,2011
Comedia. ,"5,4",Saludos ,550 votos,1968
Drama. Mediometraje. Surrealismo. Cine experimental,"5,4","¡Adiós, Babilonia! ",54 votos,1992
Drama. ,"5,4",Dioses y perros ,1.112 votos,2014
Bélico. II Guerra Mundial. Espionaje,"5,4",Traición en Atenas ,128 votos,1959
Terror. Acción. Fantástico. Vampiros. Artes marciales. Años 1900 (circa). Serie B. Secuela,"5,4",Kung Fu contra los 7 vampiros de oro ,1.042 votos,1974
Terror. Zombis. Gore. Vudú. Película de culto,"5,4",Nueva York bajo el terror de los zombies ,1.470 votos,1979
Thriller. Intriga. África,"5,4",El último vuelo del flamenco ,40 votos,2011
Comedia. Comedia negra. Película de episodios,"5,3",Sexo loco ,143 votos,1973
Drama. Religión. Telefilm,"5,3",Secretos de confesión (TV),86 votos,2005
Documental. Documental sobre cine. Biográfico,"5,3",21 años: Richard Linklater ,218 votos,2014
Drama. Romance. ,"5,3",Amor en defensa propia ,175 votos,2006
Drama. ,"5,3","Madrid, Above The Moon ",89 votos,2016
Comedia. Drama. Crisis económica 2008,"5,3",Cruz del Sur ,271 votos,2012
Comedia. Intriga. James Bond. Parodia. Espionaje,"5,3",Casino Royale ,3.657 votos,1967
Drama. Romance. Thriller. Realismo mágico,"5,3",El niño pez ,1.118 votos,2009
Drama. ,"5,3",Vincent ,148 votos,2014
Comedia. Remake,"5,3",El nombre del bambino ,340 votos,2015
Western. ,"5,3",Silver City ,35 votos,1951
Comedia. Drama. Guerra Civil Española. Basado en hechos reales. Comedia dramática,"5,3",La mula ,2.474 votos,2013
Comedia. Vejez,"5,3",Gianni y sus mujeres ,568 votos,2011
Drama. Homosexualidad. Inmigración. Drama social,"5,3",Riparo ,298 votos,2007
Terror. Slasher. Halloween. Secuela. Años 70,"5,3",Halloween 2 (Halloween II: ¡Sanguinario!) ,3.345 votos,1981
Drama. Drama de época. Años 1900 (circa),"5,3",Thérèse D. ,971 votos,2012
Comedia. Falso documental,"5,3",Mi loco Erasmus ,974 votos,2012
Romance. Comedia. Drama. Comedia romántica,"5,3",La mirada del amor ,1.061 votos,2013
Documental. Mediometraje,"5,3",Vigor ,42 votos,2012
Documental. Comedia. Falso documental,"5,3",La historia completa de mis fracasos sexuales ,2.679 votos,2008
Drama. Película de episodios,"5,3",The Turning ,33 votos,2013
Drama. Thriller. Mafia,"5,3",El bautizo ,202 votos,2010
Documental. Documental sobre cine,"5,3",Cuando se acaba el porno ,509 votos,2010
Drama. Intriga. Periodismo. Fotografía,"5,3",Triage ,1.724 votos,2009
Thriller. Biográfico. Años 40. Política,"5,3",Churchill ,1.491 votos,2017
Drama. Amistad. Internet / Informática,"5,3",Todos tus secretos ,593 votos,2014
Ciencia ficción. Internet / Informática. Película de episodios,"5,3",Pixel Theory ,107 votos,2013
Comedia. Western. ,"5,3",Juntos ante el peligro ,95 votos,1956
Drama. Comedia. Comedia negra,"5,3",La mujer del abogado ,394 votos,2003
Comedia. Familia,"5,3",Vuelta a casa de mi madre ,1.217 votos,2016
Romance. Drama. Comedia. Comedia romántica,"5,3",Romance en Tokio ,1.093 votos,2014
Romance. Drama. Drama romántico. Historias cruzadas,"5,3",En tercera persona ,2.492 votos,2013
Drama. Road Movie,"5,3",El viaje de Bettie ,406 votos,2013
Acción. Drama. Thriller. Espionaje,"5,3",Aventura en Shanghai ,31 votos,1954
Drama. ,"5,3",El Dirigible ,90 votos,1994
Acción. Thriller. Crimen. Drogas,"5,3",Uro: las dos caras de la ley ,233 votos,2006
Thriller. Acción. Policíaco. Crimen,"5,3",Colt 45 ,1.107 votos,2014
Drama. Discapacidad,"5,3",Camera obscura ,53 votos,2011
Drama. Drama romántico. Amistad,"5,3",Los amores cobardes ,514 votos,2017
Documental. ,"5,3",The Ceremony ,66 votos,2014
Drama. Basado en hechos reales. Medicina,"5,3",La doctora de Brest ,434 votos,2016
Comedia. Musical. Ejército. II Guerra Mundial,"5,3",At War with the Army ,41 votos,1950
Cine negro. Crimen. Robos & Atracos,"5,3",5 contra la banca ,101 votos,1955
Fantástico. Comedia. Telefilm. Viajes en el tiempo. Fútbol,"5,3",Tempus fugit (TV),298 votos,2003
Drama. Romance. Erótico. Homosexualidad. Remake,"5,3",Habitación en Roma ,11.140 votos,2010
Thriller. Acción. Venganza,"5,3",Matar o morir (Peppermint) ,1.622 votos,2018
Drama. Racismo. Familia. Basado en hechos reales,"5,3",Lo mejor para ella ,1.333 votos,2014
Aventuras. Thriller. Aventuras marinas. Submarinismo. Secuestros / Desapariciones,"5,3",Rescate en el mar del Norte ,428 votos,1979
Drama. Fantástico. Romance. Historias cruzadas,"5,3",Mariposa ,145 votos,2015
Ciencia ficción. Terror. Serie B. Aventura espacial. Extraterrestres,"5,3",El terror del más allá ,401 votos,1958
Comedia. Política. Basado en hechos reales,"5,3",Corrupción en el poder ,1.001 votos,2010
Western. ,"5,3",En la vieja California ,66 votos,1942
Drama. ,"5,3",La muerte de Robert Mitchum ,43 votos,2010
Romance. Comedia. Comedia romántica,"5,3",La oportunidad de mi vida ,964 votos,2011
Terror. Ciencia ficción. Thriller. ,"5,3",Patrick ,295 votos,1978
Comedia. Comedia romántica,"5,3","Si hoy es martes, esto es Bélgica ",252 votos,1969
Ciencia ficción. Catástrofes,"5,3",¿Hacia el fin del mundo? ,70 votos,1965
Drama. Road Movie,"5,3",Anochece en la India ,520 votos,2014
Comedia. Intriga. Romance. Asesinos en serie,"5,3",Darwin Awards: muertes de risa ,1.992 votos,2006
Comedia. Romance. Homosexualidad. Cine independiente USA,"5,3",East Side Story ,44 votos,2006
Drama. Romance. Drama de época,"5,3",Chéri ,1.856 votos,2009
Ciencia ficción. Acción. Videojuego,"5,3",Halo 4: Forward Unto Dawn ,1.489 votos,2012
Comedia. ,"5,3",Divorcio a la americana ,206 votos,1965
Ciencia ficción. Acción. Thriller. Distopía,"5,3",El imperio de la muerte ,107 votos,1982
Comedia. ,"5,3",Mi vida a los sesenta ,114 votos,2014
Drama. ,"5,3",La correspondencia ,899 votos,2016
Drama. Romance. Drama de época. Siglo XIX,"5,3",El regreso del nativo (TV),45 votos,1994
Drama. Familia,"5,3",La mitad de Óscar ,898 votos,2010
Comedia. Historias cruzadas. Comedia absurda,"5,3",Esa sensación ,780 votos,2016
Terror. Intriga. ,"5,3",El despertar ,317 votos,1980
Comedia. Ciencia ficción. Viajes en el tiempo. Comedia juvenil,"5,3",Las alucinantes aventuras de Bill y Ted ,2.766 votos,1989
Drama. Bélico. II Guerra Mundial,"5,3",Secreta invasión ,248 votos,1964
Comedia. Familia,"5,3",El gruñón ,290 votos,2014
Drama. Deporte. Esquí,"5,3",El descenso de la muerte ,471 votos,1969
